 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
263.666,316.102,36.8958,321.728,327.449,18.3508,292.543,509.488,93.1315,286.667,447.268,73.0192,322.844,448.275,34.3966,317.888,517.795,51.3799,239.27,585.864,26.9083,306.068,576.853,66.5829,269.356,583.122,156.463,248.659,599.918,203.103,236.153,612.934,245.638,257.441,645.225,235.791,267.977,635.857,193.894,281.884,621.762,146.627,170.255,743.263,340.794,139.401,642.16,321.98,157.517,667.784,357.858,1.27783,616.942,285.675,2.06817,626.497,314.917,45.6883,626.058,312.882,46.4988,614.451,284.423
263.666,316.103,36.8965,321.728,327.448,18.3484,292.524,509.497,93.1235,286.67,447.266,73.0164,322.844,448.275,34.3937,317.888,517.797,51.3777,239.269,585.866,26.9084,306.065,576.855,66.5801,269.354,583.124,156.461,248.675,599.904,203.059,236.142,612.937,245.634,257.44,645.227,235.789,267.978,635.859,193.889,281.884,621.764,146.627,170.25,743.263,340.791,139.4,642.141,321.964,157.514,667.784,357.855,1.27357,616.948,285.665,2.06649,626.491,314.913,45.6881,626.055,312.879,46.4975,614.456,284.413
263.669,316.103,36.897,321.727,327.45,18.3492,292.523,509.497,93.1201,286.668,447.268,73.0154,322.839,448.281,34.3988,317.885,517.797,51.3762,239.268,585.868,26.9073,306.064,576.854,66.5771,269.355,583.124,156.461,248.657,599.921,203.102,236.14,612.937,245.631,257.437,645.227,235.789,267.983,635.861,193.885,281.884,621.764,146.625,170.246,743.262,340.791,139.39,642.16,321.957,157.503,667.781,357.849,1.26925,616.949,285.658,2.06174,626.489,314.907,45.6829,626.045,312.856,46.4951,614.454,284.412
263.668,316.106,36.8987,321.727,327.451,18.3472,292.523,509.5,93.1199,286.669,447.269,73.0163,322.84,448.277,34.3897,317.886,517.799,51.3752,239.258,585.864,26.9095,306.063,576.855,66.5806,269.352,583.123,156.46,248.656,599.922,203.102,236.14,612.938,245.631,257.435,645.23,235.786,267.973,635.861,193.885,281.88,621.76,146.618,170.233,743.26,340.788,139.385,642.155,321.95,157.504,667.778,357.852,1.26312,616.949,285.646,2.05747,626.489,314.903,45.6627,626.05,312.839,46.4921,614.453,284.407
263.665,316.102,36.8952,321.725,327.456,18.3426,292.522,509.5,93.1182,286.667,447.27,73.0145,322.83,448.278,34.3889,317.884,517.798,51.3726,239.259,585.864,26.9081,306.062,576.854,66.5743,269.352,583.125,156.46,248.656,599.922,203.101,236.138,612.94,245.63,257.433,645.233,235.785,267.971,635.865,193.886,281.883,621.764,146.624,170.227,743.255,340.787,139.383,642.153,321.95,157.501,667.776,357.851,1.25853,616.948,285.638,2.05294,626.477,314.898,45.6671,626.047,312.836,46.4848,614.449,284.399
263.664,316.103,36.8951,321.717,327.461,18.3391,292.522,509.501,93.1159,286.665,447.269,73.0134,322.84,448.279,34.3871,317.884,517.799,51.3718,239.257,585.865,26.9047,306.061,576.856,66.5771,269.349,583.126,156.458,248.654,599.924,203.099,236.139,612.94,245.628,257.429,645.235,235.783,267.968,635.866,193.882,281.882,621.765,146.626,170.226,743.253,340.789,139.394,642.137,321.962,157.495,667.771,357.845,1.25369,616.939,285.635,2.04819,626.469,314.892,45.6601,626.036,312.831,46.4855,614.445,284.398
263.664,316.102,36.8942,321.727,327.451,18.3465,292.524,509.506,93.1033,286.666,447.272,73.0116,322.827,448.277,34.3808,317.883,517.798,51.3698,239.255,585.864,26.9029,306.059,576.853,66.573,269.349,583.124,156.457,248.653,599.921,203.096,236.138,612.937,245.63,257.428,645.238,235.782,267.963,635.867,193.882,281.875,621.76,146.616,170.22,743.247,340.788,139.384,642.148,321.949,157.498,667.766,357.847,1.25037,616.938,285.628,2.04183,626.464,314.887,45.6563,626.032,312.821,46.4799,614.437,284.395
263.67,316.104,36.8969,321.723,327.456,18.3436,292.522,509.506,93.1011,286.664,447.271,73.01,322.829,448.272,34.3725,317.882,517.797,51.3697,239.251,585.86,26.9017,306.058,576.853,66.5701,269.346,583.123,156.454,248.65,599.919,203.093,236.137,612.935,245.625,257.428,645.237,235.781,267.959,635.866,193.878,281.879,621.763,146.625,170.204,743.24,340.774,139.393,642.13,321.96,157.495,667.762,357.844,1.2475,616.934,285.621,2.01864,626.455,314.867,45.6563,626.021,312.823,46.4741,614.424,284.397
263.669,316.105,36.8956,321.723,327.456,18.3435,292.517,509.501,93.1112,286.663,447.27,73.0097,322.826,448.277,34.3793,317.882,517.798,51.3677,239.253,585.86,26.9006,306.059,576.853,66.5715,269.345,583.119,156.452,248.666,599.901,203.049,236.136,612.932,245.622,257.426,645.234,235.78,267.957,635.864,193.879,281.873,621.757,146.614,170.218,743.239,340.791,139.398,642.125,321.961,157.495,667.757,357.841,1.24186,616.927,285.618,2.0131,626.451,314.865,45.6504,626.014,312.82,46.4697,614.419,284.396
263.668,316.104,36.8954,321.723,327.456,18.3403,292.518,509.502,93.0946,286.664,447.268,73.0077,322.83,448.271,34.3716,317.881,517.798,51.3683,239.253,585.865,26.9008,306.059,576.854,66.5693,269.342,583.117,156.45,248.648,599.914,203.091,236.131,612.93,245.627,257.421,645.229,235.774,267.955,635.863,193.876,281.874,621.756,146.614,170.217,743.233,340.793,139.397,642.123,321.96,157.494,667.752,357.843,1.23995,616.924,285.614,2.00846,626.449,314.86,45.6462,626.01,312.816,46.4684,614.416,284.391
263.666,316.101,36.8939,321.714,327.46,18.3364,292.516,509.502,93.0934,286.661,447.27,73.0071,322.828,448.272,34.3705,317.881,517.798,51.3655,239.253,585.86,26.8977,306.057,576.852,66.5646,269.337,583.116,156.447,248.644,599.911,203.088,236.128,612.924,245.627,257.419,645.223,235.774,267.955,635.862,193.875,281.87,621.754,146.613,170.218,743.231,340.796,139.402,642.118,321.96,157.493,667.745,357.841,1.23421,616.929,285.605,2.00601,626.448,314.858,45.642,626.008,312.814,46.4669,614.415,284.392
263.662,316.1,36.8924,321.724,327.45,18.3445,292.517,509.503,93.0943,286.661,447.27,73.0079,322.823,448.276,34.3789,317.879,517.798,51.365,239.254,585.862,26.8975,306.058,576.854,66.5673,269.338,583.116,156.448,248.657,599.892,203.044,236.125,612.92,245.626,257.419,645.218,235.775,267.938,635.859,193.869,281.871,621.753,146.612,170.216,743.226,340.799,139.191,641.811,321.787,157.493,667.742,357.841,1.22651,616.926,285.601,2.02892,626.385,314.795,45.6384,626.006,312.813,46.4648,614.413,284.392
263.665,316.105,36.8938,321.722,327.456,18.3429,292.515,509.501,93.0927,286.662,447.271,73.0079,322.824,448.276,34.3796,317.881,517.798,51.3664,239.254,585.866,26.8962,306.055,576.852,66.5654,269.335,583.113,156.445,248.637,599.903,203.087,236.124,612.915,245.621,257.418,645.213,235.777,267.953,635.855,193.879,281.868,621.753,146.612,170.219,743.224,340.806,139.185,641.8,321.78,157.494,667.738,357.843,1.22808,616.92,285.603,2.00106,626.443,314.854,45.6376,626.004,312.81,46.4629,614.411,284.391
263.664,316.101,36.8922,321.725,327.452,18.3427,292.509,509.497,93.1052,286.662,447.27,73.0079,322.824,448.278,34.3798,317.881,517.799,51.3663,239.252,585.868,26.8957,306.058,576.853,66.5692,269.332,583.111,156.444,248.634,599.893,203.089,236.121,612.911,245.621,257.42,645.207,235.781,267.952,635.85,193.882,281.868,621.753,146.614,170.216,743.221,340.808,139.202,641.805,321.814,157.492,667.734,357.844,1.23107,616.916,285.607,2.00029,626.443,314.855,45.6333,625.997,312.809,46.4622,614.402,284.394
263.664,316.103,36.8928,321.711,327.462,18.3371,292.509,509.498,93.1053,286.661,447.268,73.0085,322.827,448.272,34.3719,317.879,517.798,51.3671,239.255,585.861,26.8976,306.056,576.853,66.5721,269.332,583.112,156.445,248.629,599.889,203.088,236.116,612.907,245.623,257.418,645.2,235.785,267.953,635.845,193.886,281.867,621.752,146.614,170.219,743.219,340.812,139.191,641.801,321.779,157.49,667.731,357.842,1.23162,616.91,285.615,2.02677,626.375,314.797,45.6338,625.993,312.812,46.463,614.402,284.396
263.663,316.103,36.8925,321.723,327.452,18.345,292.508,509.498,93.1112,286.658,447.27,73.0104,322.823,448.276,34.3824,317.88,517.798,51.3686,239.249,585.861,26.8969,306.055,576.853,66.5726,269.332,583.109,156.447,248.627,599.887,203.09,236.114,612.904,245.626,257.413,645.193,235.797,267.958,635.842,193.891,281.866,621.751,146.617,170.22,743.221,340.815,139.204,641.805,321.814,157.49,667.731,357.844,1.23685,616.903,285.619,2.00221,626.435,314.857,45.6242,625.971,312.824,46.4633,614.402,284.394
263.661,316.103,36.8927,321.713,327.461,18.3387,292.507,509.5,93.1139,286.658,447.271,73.011,322.819,448.277,34.3831,317.877,517.798,51.3719,239.256,585.864,26.898,306.054,576.854,66.5759,269.33,583.108,156.45,248.625,599.885,203.092,236.111,612.902,245.626,257.414,645.188,235.799,267.956,635.836,193.894,281.866,621.751,146.617,170.22,743.222,340.818,139.196,641.8,321.781,157.49,667.73,357.844,1.23917,616.902,285.621,2.03037,626.367,314.8,45.6256,625.964,312.83,46.4695,614.399,284.4
263.663,316.1,36.8912,321.713,327.461,18.3397,292.507,509.501,93.1164,286.656,447.27,73.0129,322.82,448.277,34.3843,317.878,517.798,51.3729,239.251,585.862,26.9004,306.055,576.854,66.5776,269.33,583.109,156.453,248.625,599.89,203.093,236.11,612.902,245.628,257.415,645.185,235.801,267.959,635.838,193.898,281.865,621.749,146.62,170.222,743.224,340.819,139.197,641.8,321.783,157.491,667.732,357.845,1.24106,616.9,285.622,2.03149,626.363,314.801,45.6279,625.962,312.829,46.469,614.398,284.399
263.665,316.103,36.8941,321.721,327.456,18.3447,292.506,509.501,93.1185,286.656,447.269,73.0149,322.82,448.276,34.3898,317.878,517.798,51.3747,239.255,585.863,26.9049,306.055,576.855,66.5796,269.33,583.104,156.459,248.625,599.886,203.095,236.111,612.903,245.632,257.416,645.184,235.804,267.959,635.835,193.899,281.866,621.749,146.623,170.223,743.225,340.822,139.194,641.8,321.779,157.49,667.733,357.847,1.24369,616.894,285.623,2.03477,626.361,314.806,45.6318,625.963,312.834,46.4699,614.398,284.401
263.663,316.103,36.893,321.722,327.451,18.3465,292.505,509.501,93.1208,286.656,447.268,73.0164,322.819,448.277,34.389,317.877,517.799,51.3766,239.248,585.865,26.9092,306.055,576.855,66.5829,269.328,583.106,156.459,248.624,599.892,203.097,236.111,612.904,245.632,257.417,645.185,235.806,267.961,635.837,193.901,281.867,621.747,146.616,170.224,743.229,340.823,139.196,641.798,321.781,157.491,667.732,357.847,1.24549,616.895,285.629,2.03627,626.36,314.808,45.6359,625.961,312.839,46.4759,614.401,284.405
263.666,316.104,36.895,321.713,327.461,18.3396,292.507,509.5,93.1245,286.656,447.269,73.0173,322.822,448.276,34.3919,317.879,517.799,51.3775,239.248,585.863,26.91,306.056,576.856,66.5861,269.33,583.107,156.461,248.627,599.894,203.098,236.114,612.909,245.635,257.418,645.187,235.808,267.963,635.838,193.905,281.874,621.749,146.639,170.224,743.231,340.822,139.21,641.805,321.813,157.495,667.735,357.849,1.24528,616.896,285.634,2.03802,626.357,314.811,45.6372,625.961,312.84,46.4727,614.4,284.404
263.667,316.104,36.8949,321.721,327.457,18.3435,292.508,509.5,93.1255,286.656,447.27,73.0188,322.821,448.276,34.3952,317.867,517.795,51.4074,239.256,585.87,26.9127,306.059,576.856,66.5872,269.334,583.107,156.466,248.629,599.894,203.101,236.116,612.912,245.636,257.419,645.192,235.807,267.964,635.837,193.909,281.875,621.751,146.631,170.225,743.232,340.825,139.2,641.798,321.783,157.494,667.736,357.848,1.24961,616.894,285.63,2.04037,626.354,314.814,45.6378,625.964,312.843,46.4759,614.399,284.406
263.662,316.103,36.8927,321.723,327.45,18.3474,292.509,509.499,93.1275,286.656,447.269,73.0192,322.823,448.276,34.3929,317.881,517.798,51.3813,239.252,585.869,26.9116,306.058,576.855,66.5884,269.336,583.107,156.468,248.632,599.896,203.103,236.12,612.918,245.638,257.419,645.196,235.806,267.966,635.84,193.907,281.87,621.746,146.622,170.227,743.234,340.829,139.199,641.798,321.783,157.496,667.738,357.851,1.24859,616.89,285.636,2.04001,626.354,314.818,45.64,625.962,312.847,46.4791,614.403,284.41
263.663,316.104,36.8934,321.713,327.461,18.3412,292.511,509.496,93.129,286.656,447.269,73.02,322.821,448.275,34.3946,317.869,517.794,51.4098,239.257,585.868,26.9108,306.059,576.855,66.5917,269.337,583.108,156.468,248.636,599.901,203.107,236.126,612.924,245.639,257.428,645.209,235.803,267.967,635.843,193.908,281.876,621.752,146.638,170.228,743.241,340.843,139.202,641.801,321.785,157.499,667.739,357.852,1.24924,616.89,285.64,2.0598,626.35,314.835,45.642,625.964,312.848,46.478,614.401,284.412
263.669,316.114,36.8358,321.724,327.451,18.3478,292.514,509.495,93.1314,286.657,447.269,73.0204,322.824,448.277,34.3944,317.87,517.795,51.4091,239.255,585.865,26.9151,306.059,576.854,66.5906,269.34,583.11,156.472,248.639,599.905,203.108,236.128,612.929,245.64,257.429,645.216,235.802,267.966,635.847,193.907,281.879,621.752,146.634,170.227,743.242,340.844,139.202,641.802,321.79,157.499,667.742,357.852,1.25003,616.895,285.642,2.06053,626.351,314.837,45.6413,625.964,312.851,46.5664,614.501,284.468
263.665,316.102,36.8921,321.722,327.457,18.3459,292.515,509.494,93.1326,286.659,447.268,73.0217,322.825,448.278,34.3962,317.868,517.794,51.4094,239.259,585.863,26.9174,306.06,576.854,66.5939,269.343,583.112,156.473,248.643,599.909,203.11,236.13,612.932,245.64,257.427,645.226,235.811,267.968,635.85,193.908,281.875,621.749,146.633,170.227,743.243,340.845,139.426,642.099,322.008,157.502,667.742,357.855,1.25311,616.89,285.656,2.0621,626.349,314.844,45.643,625.963,312.858,46.5665,614.501,284.473
263.666,316.103,36.8953,321.715,327.46,18.3429,292.513,509.496,93.1332,286.66,447.268,73.0229,322.826,448.274,34.398,317.871,517.794,51.4127,239.264,585.868,26.9179,306.061,576.852,66.5954,269.347,583.116,156.477,248.648,599.918,203.111,236.133,612.935,245.642,257.425,645.231,235.807,267.967,635.856,193.908,281.879,621.756,146.633,170.225,743.245,340.846,139.419,642.102,321.977,157.505,667.744,357.859,1.25501,616.892,285.658,2.06083,626.35,314.849,45.6445,625.964,312.862,46.5675,614.504,284.472
263.664,316.104,36.8945,321.724,327.451,18.3531,292.518,509.494,93.137,286.662,447.268,73.024,322.828,448.273,34.398,317.872,517.794,51.4137,239.264,585.87,26.9142,306.06,576.851,66.5964,269.35,583.118,156.477,248.651,599.921,203.113,236.135,612.942,245.649,257.427,645.236,235.81,267.967,635.859,193.907,281.881,621.757,146.636,170.225,743.244,340.849,139.417,642.1,321.977,157.504,667.746,357.859,1.25202,616.891,285.661,2.06033,626.345,314.854,45.6431,625.963,312.864,46.564,614.504,284.475
263.668,316.103,36.896,321.726,327.449,18.3521,292.519,509.494,93.1379,286.662,447.268,73.025,322.828,448.274,34.4014,317.831,517.724,51.3642,239.26,585.867,26.9162,306.066,576.857,66.61,269.352,583.119,156.48,248.655,599.922,203.115,236.137,612.939,245.649,257.426,645.24,235.81,267.965,635.863,193.909,281.879,621.758,146.635,170.222,743.246,340.851,139.416,642.098,321.978,157.502,667.746,357.861,1.25028,616.89,285.664,2.06034,626.345,314.858,45.642,625.962,312.867,46.5659,614.504,284.479
263.665,316.103,36.8956,321.716,327.458,18.3475,292.519,509.495,93.142,286.662,447.265,73.0248,322.827,448.273,34.404,317.869,517.792,51.4164,239.259,585.86,26.9156,306.06,576.85,66.6002,269.352,583.121,156.481,248.654,599.925,203.116,236.136,612.94,245.65,257.424,645.24,235.811,267.961,635.867,193.909,281.878,621.761,146.638,170.22,743.244,340.854,139.416,642.099,321.982,157.502,667.744,357.865,1.24922,616.889,285.665,2.05791,626.342,314.861,45.6415,625.958,312.873,46.5617,614.503,284.477
263.666,316.102,36.8956,321.723,327.455,18.3515,292.515,509.496,93.1418,286.659,447.265,73.0288,322.826,448.273,34.4054,317.828,517.723,51.3684,239.262,585.86,26.9139,306.058,576.85,66.601,269.35,583.122,156.483,248.653,599.926,203.119,236.136,612.94,245.653,257.424,645.241,235.814,267.959,635.868,193.91,281.878,621.761,146.639,170.218,743.245,340.857,139.424,642.102,322.013,157.5,667.746,357.865,1.24705,616.888,285.667,2.0572,626.342,314.861,45.6403,625.961,312.871,46.5621,614.501,284.479
263.666,316.101,36.8952,321.723,327.454,18.3535,292.52,509.494,93.1448,286.657,447.265,73.0316,322.824,448.272,34.4099,317.867,517.791,51.4196,239.258,585.862,26.9213,306.056,576.849,66.6046,269.348,583.122,156.484,248.651,599.925,203.119,236.135,612.94,245.654,257.416,645.24,235.822,267.961,635.869,193.912,281.876,621.76,146.639,170.213,743.242,340.859,139.425,642.094,322.022,157.502,667.746,357.868,1.2396,616.884,285.672,2.05332,626.34,314.862,45.6307,625.957,312.871,46.5614,614.505,284.478
263.664,316.099,36.8941,321.712,327.464,18.3482,292.519,509.493,93.1468,286.657,447.265,73.0318,322.823,448.271,34.4146,317.826,517.722,51.37,239.268,585.869,26.9353,306.06,576.855,66.6189,269.348,583.12,156.486,248.648,599.922,203.12,236.132,612.942,245.653,257.411,645.239,235.823,267.959,635.868,193.913,281.873,621.761,146.642,170.212,743.242,340.862,139.422,642.102,322.015,157.494,667.741,357.867,1.23682,616.884,285.671,2.0512,626.34,314.862,45.6326,625.957,312.874,46.5588,614.502,284.482
263.665,316.1,36.8937,321.724,327.448,18.3575,292.518,509.493,93.1494,286.655,447.262,73.0349,322.821,448.271,34.4133,317.823,517.72,51.3704,239.269,585.873,26.9379,306.058,576.855,66.6201,269.343,583.119,156.488,248.646,599.921,203.123,236.129,612.934,245.656,257.411,645.234,235.827,267.953,635.865,193.915,281.871,621.758,146.642,170.206,743.24,340.863,139.213,641.801,321.848,157.494,667.742,357.869,1.23406,616.882,285.671,2.0453,626.338,314.87,45.6284,625.958,312.87,46.5503,614.502,284.478
263.664,316.1,36.8935,321.724,327.447,18.3612,292.516,509.491,93.1505,286.654,447.26,73.0359,322.822,448.267,34.4142,317.866,517.791,51.4238,239.253,585.858,26.9285,306.058,576.854,66.6223,269.337,583.115,156.49,248.64,599.91,203.124,236.128,612.932,245.658,257.408,645.232,235.83,267.951,635.861,193.918,281.869,621.758,146.643,170.205,743.237,340.864,139.204,641.795,321.841,157.49,667.739,357.869,1.2293,616.882,285.668,2.02082,626.339,314.857,45.6245,625.953,312.87,46.5472,614.502,284.477
263.661,316.098,36.8927,321.721,327.453,18.358,292.506,509.486,93.1526,286.652,447.26,73.0345,322.835,448.265,34.4311,317.821,517.719,51.3734,239.254,585.861,26.9274,306.049,576.846,66.6121,269.334,583.113,156.491,248.63,599.909,203.131,236.121,612.932,245.658,257.405,645.227,235.832,267.927,635.845,193.924,281.868,621.755,146.647,170.201,743.235,340.865,139.203,641.797,321.845,157.48,667.736,357.866,1.22678,616.881,285.665,2.03767,626.335,314.863,45.6106,625.958,312.864,46.5453,614.5,284.477
263.662,316.098,36.8924,321.723,327.446,18.3625,292.502,509.485,93.1517,286.648,447.259,73.0357,322.833,448.264,34.4329,317.864,517.789,51.426,239.252,585.859,26.9315,306.049,576.845,66.6162,269.328,583.108,156.492,248.626,599.903,203.132,236.114,612.926,245.659,257.401,645.219,235.834,267.923,635.84,193.925,281.864,621.751,146.646,170.176,743.222,340.864,139.196,641.805,321.833,157.473,667.733,357.866,1.21986,616.88,285.655,2.01856,626.331,314.846,45.6053,625.949,312.86,46.5367,614.502,284.471
263.662,316.098,36.8929,321.722,327.451,18.36,292.499,509.483,93.1531,286.647,447.257,73.037,322.828,448.263,34.4339,317.818,517.717,51.3757,239.246,585.85,26.9308,306.054,576.851,66.6275,269.323,583.104,156.494,248.617,599.898,203.129,236.107,612.919,245.657,257.399,645.212,235.838,267.908,635.835,193.919,281.863,621.747,146.65,170.17,743.218,340.861,139.197,641.796,321.84,157.474,667.726,357.896,1.21287,616.879,285.653,2.01478,626.328,314.837,45.5991,625.95,312.854,46.5322,614.503,284.469
263.661,316.095,36.892,321.721,327.45,18.3607,292.495,509.481,93.1549,286.645,447.256,73.0363,322.83,448.263,34.4366,317.814,517.715,51.3754,239.264,585.868,26.94,306.053,576.849,66.629,269.303,583.086,156.493,248.606,599.898,203.133,236.1,612.914,245.659,257.395,645.203,235.84,267.919,635.828,193.93,281.861,621.741,146.652,170.166,743.216,340.859,139.193,641.797,321.837,157.467,667.723,357.894,1.20652,616.879,285.647,2.01195,626.329,314.831,45.5945,625.947,312.852,46.5297,614.503,284.464
